"","UNQ_NO","Search.Query"
"32441",32441,"경기 동두천시 고씨네"
"32443",32443,"경기 동두천시 고향반점"
"32448",32448,"경기 동두천시 공차"
"32458",32458,"경기 동두천시 국민낙곱새"
"32480",32480,"경기 동두천시 김선생 불닭발"
"32488",32488,"경기 동두천시 남경반점"
"32489",32489,"경기 동두천시 남다른감자탕"
"32499",32499,"경기 동두천시 네모푸드"
"32523",32523,"경기 동두천시 대패상회"
"32525",32525,"경기 동두천시 더벤티"
"32526",32526,"경기 동두천시 더진국 수육국밥"
"32529",32529,"경기 동두천시 덮다"
"32535",32535,"경기 동두천시 돈까스짱"
"32553",32553,"경기 동두천시 두마리찜닭 두찜"
"32555",32555,"경기 동두천시 두찜"
"32589",32589,"경기 동두천시 리얼후라이"
"32611",32611,"경기 동두천시 매머드익스프레스"
"32614",32614,"경기 동두천시 맥주아비"
"32622",32622,"경기 동두천시 멘부리"
"32639",32639,"경기 동두천시 미분당"
"32656",32656,"경기 동두천시 바우네나주곰탕"
"32696",32696,"경기 동두천시 본스치킨"
"32698",32698,"경기 동두천시 봉구비어"
"32699",32699,"경기 동두천시 봉구스밥버거"
"32705",32705,"경기 동두천시 부엉이돈가스"
"32711",32711,"경기 동두천시 브라운돈까스"
"32716",32716,"경기 동두천시 비스트로피자"
"32741",32741,"경기 동두천시 생생돈까스"
"32754",32754,"경기 동두천시 세광양대창"
"32757",32757,"경기 동두천시 소녀방앗간"
"32758",32758,"경기 동두천시 소노야"
"32765",32765,"경기 동두천시 송추가마골 인어반"
"32770",32770,"경기 동두천시 수지상회"
"32806",32806,"경기 동두천시 아사칸"
"32815",32815,"경기 동두천시 압구정 순대국"
"32827",32827,"경기 동두천시 에슬로우"
"32832",32832,"경기 동두천시 역전할머니맥주"
"32848",32848,"경기 동두천시 오븐마루치킨"
"32857",32857,"경기 동두천시 온달집"
"32860",32860,"경기 동두천시 올스타피자"
"32872",32872,"경기 동두천시 용용선생"
"32894",32894,"경기 동두천시 육회바른연어"
"32897",32897,"경기 동두천시 음식백화점"
"32900",32900,"경기 동두천시 이남장"
"32907",32907,"경기 동두천시 이화수전통육개장"
"32908",32908,"경기 동두천시 인기명"
"32912",32912,"경기 동두천시 인생아구찜"
"32917",32917,"경기 동두천시 잇티"
"32923",32923,"경기 동두천시 저스트텐동"
"32958",32958,"경기 동두천시 찬란한아구"
"32960",32960,"경기 동두천시 참이맛감자탕"
"32977",32977,"경기 동두천시 초이다이닝"
"32981",32981,"경기 동두천시 춘리마라탕"
"33000",33000,"경기 동두천시 커피베이"
"33019",33019,"경기 동두천시 크리스탈제이드"
"33038",33038,"경기 동두천시 테트리스찜닭"
"33049",33049,"경기 동두천시 티바두마리치킨"
"33050",33050,"경기 동두천시 파란만잔"
"33059",33059,"경기 동두천시 팔당냉면"
"33062",33062,"경기 동두천시 평화반점"
"33064",33064,"경기 동두천시 포몬스"
"33067",33067,"경기 동두천시 포아이니"
"33080",33080,"경기 동두천시 피자나라치킨공주"
"33108",33108,"경기 동두천시 한신우동"
"33110",33110,"경기 동두천시 한옥집"
"33114",33114,"경기 동두천시 할리스"
"33158",33158,"경기 과천시 스폰티니"
"33160",33160,"경기 과천시 스쿨푸드"
"33166",33166,"경기 과천시 파리크라상"
"33167",33167,"경기 과천시 101번지 남산돈까스"
"33180",33180,"경기 과천시 가마로강정"
"33189",33189,"경기 과천시 강남반점"
"33192",33192,"경기 과천시 피자생각"
"33199",33199,"경기 과천시 경양카츠"
"33204",33204,"경기 과천시 고기극찬"
"33224",33224,"경기 과천시 구구족"
"33232",33232,"경기 과천시 군선생"
"33245",33245,"경기 과천시 길동우동"
"33246",33246,"경기 과천시 김가네"
"33260",33260,"경기 과천시 남다른감자탕"
"33261",33261,"경기 과천시 남도분식"
"33280",33280,"경기 과천시 닥엔돈스"
"33282",33282,"경기 과천시 달떡볶이"
"33291",33291,"경기 과천시 대동집"
"33296",33296,"경기 과천시 더벤티"
"33297",33297,"경기 과천시 더진국 수육국밥"
"33332",33332,"경기 과천시 디초콜릿커피"
"33334",33334,"경기 과천시 따띠삼겹"
"33340",33340,"경기 과천시 뚱스밥버거"
"33343",33343,"경기 과천시 라그릴리아"
"33345",33345,"경기 과천시 라멘짱"
"33356",33356,"경기 과천시 르번미"
"33368",33368,"경기 과천시 마루샤브"
"33370",33370,"경기 과천시 마약낙곱새"
"33375",33375,"경기 과천시 만복국수"
"33415",33415,"경기 과천시 미스터빠삭"
"33417",33417,"경기 과천시 미아리우동집"
"33418",33418,"경기 과천시 미친피자"
"33443",33443,"경기 과천시 백스비어"
"33447",33447,"경기 과천시 뱃살도둑"
"33465",33465,"경기 과천시 본래순대"
"33468",33468,"경기 과천시 본죽&비빔밥café"
"33474",33474,"경기 과천시 부산아지매국밥"
"33486",33486,"경기 과천시 비비고"
"33490",33490,"경기 과천시 빌리엔젤"
"33493",33493,"경기 과천시 빽보이피자"
"33507",33507,"경기 과천시 샌드위밋"
"33508",33508,"경기 과천시 샐러데이즈"
"33509",33509,"경기 과천시 샐러드박스"
"33511",33511,"경기 과천시 샐러리아"
"33513",33513,"경기 과천시 생어거스틴"
"33528",33528,"경기 과천시 소녀방앗간"
"33530",33530,"경기 과천시 소담촌"
"33535",33535,"경기 과천시 솥솥"
"33546",33546,"경기 과천시 순수치킨"
"33551",33551,"경기 과천시 스시웨이"
"33561",33561,"경기 과천시 신의주찹쌀순대"
"33565",33565,"경기 과천시 싸다김밥"
"33566",33566,"경기 과천시 싸움의고수"
"33570",33570,"경기 과천시 썬더치킨"
"33580",33580,"경기 과천시 아웃백스테이크하우스"
"33585",33585,"경기 과천시 알콩다방"
"33597",33597,"경기 과천시 에머이"
"33607",33607,"경기 과천시 옐로우피자"
"33615",33615,"경기 과천시 오목집"
"33621",33621,"경기 과천시 오사카우동"
"33623",33623,"경기 과천시 오징어나라"
"33624",33624,"경기 과천시 오토김밥"
"33639",33639,"경기 과천시 요거프레소"
"33658",33658,"경기 과천시 육대장"
"33668",33668,"경기 과천시 음식백화점"
"33674",33674,"경기 과천시 이삭토스트"
"33677",33677,"경기 과천시 이태리부대찌개"
"33678",33678,"경기 과천시 이화수전통육개장"
"33681",33681,"경기 과천시 인생닭강정"
"33682",33682,"경기 과천시 인생설렁탕"
"33708",33708,"경기 과천시 종점식당"
"33733",33733,"경기 과천시 채선당"
"33737",33737,"경기 과천시 철길부산집"
"33755",33755,"경기 과천시 치치"
"33761",33761,"경기 과천시 치킨플러스"
"33762",33762,"경기 과천시 칙바이칙"
"33781",33781,"경기 과천시 콩부자"
"33787",33787,"경기 과천시 크라운호프"
"33804",33804,"경기 과천시 탕화쿵푸마라탕"
"33805",33805,"경기 과천시 태리로제떡볶이&닭강정"
"33809",33809,"경기 과천시 테트리스찜닭"
"33811",33811,"경기 과천시 토리키치"
"33825",33825,"경기 과천시 파스토보이"
"33828",33828,"경기 과천시 팔각도"
"33834",33834,"경기 과천시 포메인"
"33846",33846,"경기 과천시 프레드피자"
"33861",33861,"경기 과천시 피자탑"
"33879",33879,"경기 과천시 한신우동"
"33882",33882,"경기 과천시 한와담"
"33886",33886,"경기 과천시 할매순대국"
"33890",33890,"경기 과천시 핵밥"
"33913",33913,"경기 과천시 화포식당"
"33959",33959,"경기 양평군 강남면옥"
"33963",33963,"경기 양평군 피자생각"
"33970",33970,"경기 양평군 경양카츠"
"33988",33988,"경기 양평군 곱분이곱창"
"33990",33990,"경기 양평군 공차"
"34000",34000,"경기 양평군 국민낙곱새"
"34008",34008,"경기 양평군 그리너"
"34011",34011,"경기 양평군 금화왕돈까스"
"34016",34016,"경기 양평군 길동우동"
"34030",34030,"경기 양평군 남경반점"
"34043",34043,"경기 양평군 노모어피자"
"34074",34074,"경기 양평군 도로시파스타"
"34080",34080,"경기 양평군 돈카춘"
"34084",34084,"경기 양평군 동경규동"
"34120",34120,"경기 양평군 라와마라탕"
"34121",34121,"경기 양평군 라홍방마라탕"
"34135",34135,"경기 양평군 마라공방"
"34138",34138,"경기 양평군 마라홀릭 마라탕"
"34142",34142,"경기 양평군 마왕족발"
"34149",34149,"경기 양평군 맘스터치"
"34163",34163,"경기 양평군 멘무샤"
"34164",34164,"경기 양평군 멘부리"
"34169",34169,"경기 양평군 명륜진사갈비"
"34177",34177,"경기 양평군 무모한초밥"
"34199",34199,"경기 양평군 바푸리포"
"34205",34205,"경기 양평군 밥풀릭스"
"34225",34225,"경기 양평군 벌떡"
"34236",34236,"경기 양평군 본래순대"
"34240",34240,"경기 양평군 봉구비어"
"34241",34241,"경기 양평군 봉구스밥버거"
"34253",34253,"경기 양평군 브라운돈까스"
"34264",34264,"경기 양평군 빽보이피자"
"34270",34270,"경기 양평군 삼백집"
"34277",34277,"경기 양평군 새마을식당"
"34308",34308,"경기 양평군 숑숑돈까스"
"34312",34312,"경기 양평군 수지상회"
"34316",34316,"경기 양평군 순살만공격"
"34322",34322,"경기 양평군 스시웨이"
"34325",34325,"경기 양평군 스테이크어스"
"34327",34327,"경기 양평군 시올돈"
"34342",34342,"경기 양평군 씨제이프레시웨이"
"34347",34347,"경기 양평군 아빠곰탕"
"34365",34365,"경기 양평군 엉터리생고기"
"34372",34372,"경기 양평군 여우애 김밥"
"34382",34382,"경기 양평군 오니기리와이규동"
"34386",34386,"경기 양평군 오목집"
"34388",34388,"경기 양평군 오봉도시락"
"34428",34428,"경기 양평군 유미카츠"
"34448",34448,"경기 양평군 이태리부대찌개"
"34458",34458,"경기 양평군 일품양평해장국"
"34459",34459,"경기 양평군 잇티"
"34461",34461,"경기 양평군 자마버거"
"34469",34469,"경기 양평군 제레미21"
"34479",34479,"경기 양평군 종점식당"
"34483",34483,"경기 양평군 중앙반점"
"34501",34501,"경기 양평군 찰스숯불김밥"
"34503",34503,"경기 양평군 창고43"
"34513",34513,"경기 양평군 청년치킨"
"34516",34516,"경기 양평군 청담이상"
"34521",34521,"경기 양평군 최고당돈가스"
"34546",34546,"경기 양평군 커피인류"
"34569",34569,"경기 양평군 타코박스"
"34592",34592,"경기 양평군 파란만잔"
"34601",34601,"경기 양평군 팔당냉면"
"34616",34616,"경기 양평군 프랭크버거"
"34624",34624,"경기 양평군 피자먹다"
"34632",34632,"경기 양평군 피자탑"
"34637",34637,"경기 양평군 하남돼지집"
"34641",34641,"경기 양평군 하코야"
"34647",34647,"경기 양평군 한사리감자탕&뼈구이"
"34664",34664,"경기 양평군 현대옥"
"34701",34701,"경기 가평군 오므토토마토"
"34742",34742,"경기 가평군 계경순대국"
"34759",34759,"경기 가평군 곱분이곱창"
"34762",34762,"경기 가평군 광수육회"
"34782",34782,"경기 가평군 금화왕돈까스"
"34816",34816,"경기 가평군 놀숲"
"34826",34826,"경기 가평군 달링스테이크"
"34831",34831,"경기 가평군 담소소사골순대육개장"
"34855",34855,"경기 가평군 동경규동"
"34861",34861,"경기 가평군 동원참치"
"34866",34866,"경기 가평군 두마리찜닭 두찜"
"34874",34874,"경기 가평군 디초콜릿커피"
"34881",34881,"경기 가평군 또봉이통닭"
"34901",34901,"경기 가평군 리얼파스타"
"34902",34902,"경기 가평군 리얼후라이"
"34918",34918,"경기 가평군 만족오향족발"
"34920",34920,"경기 가평군 맘스터치"
"34924",34924,"경기 가평군 매머드익스프레스"
"34927",34927,"경기 가평군 맥주아비"
"34928",34928,"경기 가평군 먼슬리키친"
"34935",34935,"경기 가평군 멘부리"
"34939",34939,"경기 가평군 명랑시대쌀핫도그"
"34945",34945,"경기 가평군 목로주점"
"34954",34954,"경기 가평군 미스사이공"
"34979",34979,"경기 가평군 배달삼겹돼지되지"
"34995",34995,"경기 가평군 번개반점"
"35000",35000,"경기 가평군 보나베띠"
"35016",35016,"경기 가평군 부산아지매국밥"
"35020",35020,"경기 가평군 북창동순두부"
"35032",35032,"경기 가평군 빌리엔젤"
"35037",35037,"경기 가평군 사위식당"
"35039",35039,"경기 가평군 산동반점"
"35047",35047,"경기 가평군 상해반점"
"35062",35062,"경기 가평군 서오릉피자"
"35072",35072,"경기 가평군 소담촌"
"35074",35074,"경기 가평군 소바애"
"35075",35075,"경기 가평군 소소떡볶이"
"35088",35088,"경기 가평군 순수치킨"
"35093",35093,"경기 가평군 스시웨이"
"35097",35097,"경기 가평군 슬로우캘리"
"35120",35120,"경기 가평군 아오리의행방불명"
"35125",35125,"경기 가평군 안주백화점"
"35127",35127,"경기 가평군 알콩다방"
"35137",35137,"경기 가평군 에그드랍"
"35141",35141,"경기 가평군 엔제리너스"
"35147",35147,"경기 가평군 영동족발"
"35154",35154,"경기 가평군 오떡"
"35161",35161,"경기 가평군 오븐마루치킨"
"35172",35172,"경기 가평군 온센"
"35179",35179,"경기 가평군 완산골명가"
"35192",35192,"경기 가평군 우이락"
"35193",35193,"경기 가평군 원기정"
"35205",35205,"경기 가평군 육첩반상"
"35214",35214,"경기 가평군 이디야커피"
"35263",35263,"경기 가평군 집밥e선생"
"35264",35264,"경기 가평군 짚신매운갈비찜"
"35265",35265,"경기 가평군 짝태패밀리"
"35266",35266,"경기 가평군 짬뽕지존"
"35269",35269,"경기 가평군 차갑닭"
"35276",35276,"경기 가평군 채육식당"
"35278",35278,"경기 가평군 천호용궁알탕"
"35289",35289,"경기 가평군 청화반점"
"35292",35292,"경기 가평군 최고당돈가스"
"35311",35311,"경기 가평군 커스텀커피"
"35326",35326,"경기 가평군 쿠우쿠우"
"35341",35341,"경기 가평군 타코비"
"35342",35342,"경기 가평군 탄탄면공방"
"35350",35350,"경기 가평군 테그43"
"35352",35352,"경기 가평군 토리아에즈"
"35353",35353,"경기 가평군 토리키치"
"35355",35355,"경기 가평군 토마토도시락"
"35372",35372,"경기 가평군 팔당냉면"
"35373",35373,"경기 가평군 펀비어킹"
"35380",35380,"경기 가평군 포아이니"
"35388",35388,"경기 가평군 프레드피자"
"35397",35397,"경기 가평군 피자스웨그"
"35401",35401,"경기 가평군 피자애"
"35415",35415,"경기 가평군 한결보쌈"
"35426",35426,"경기 가평군 한촌설렁탕"
"35430",35430,"경기 가평군 해장쿡"
"35448",35448,"경기 가평군 홍수계찜닭"
"35460",35460,"경기 가평군 후라토식당"
"35461",35461,"경기 가평군 후쿠오카함바그"
"35462",35462,"경기 가평군 훅트포케"
"35479",35479,"경기 연천군 파리크라상"
"35495",35495,"경기 연천군 가장맛있는족발"
"35500",35500,"경기 연천군 강남교자"
"35504",35504,"경기 연천군 강순자옛맛김치찌개"
"35507",35507,"경기 연천군 걸작떡볶이치킨"
"35511",35511,"경기 연천군 경아식당"
"35513",35513,"경기 연천군 계경순대국"
"35521",35521,"경기 연천군 고래맥주창고"
"35523",35523,"경기 연천군 고반식당"
"35537",35537,"경기 연천군 구구족"
"35546",35546,"경기 연천군 군자대한곱창"
"35550",35550,"경기 연천군 그리너"
"35554",35554,"경기 연천군 기대만족"
"35566",35566,"경기 연천군 깐부치킨"
"35571",35571,"경기 연천군 난바우동"
"35578",35578,"경기 연천군 남자피자"
"35579",35579,"경기 연천군 내가찜한닭"
"35588",35588,"경기 연천군 누구나홀딱반한닭"
"35607",35607,"경기 연천군 대패상회"
"35609",35609,"경기 연천군 더벤티"
"35612",35612,"경기 연천군 던킨"
"35617",35617,"경기 연천군 도미노피자"
"35618",35618,"경기 연천군 도야짬뽕"
"35631",35631,"경기 연천군 동아반점"
"35646",35646,"경기 연천군 딜리버리킹"
"35649",35649,"경기 연천군 떡군이네 떡볶이"
"35652",35652,"경기 연천군 또봉이통닭"
"35673",35673,"경기 연천군 리얼후라이"
"35675",35675,"경기 연천군 리틀하노이"
"35683",35683,"경기 연천군 마약낙곱새"
"35688",35688,"경기 연천군 만복국수"
"35692",35692,"경기 연천군 맘스피자"
"35694",35694,"경기 연천군 맛닭꼬"
"35698",35698,"경기 연천군 맥주아비"
"35699",35699,"경기 연천군 먼슬리키친"
"35700",35700,"경기 연천군 메가박스"
"35704",35704,"경기 연천군 멕시카나치킨"
"35711",35711,"경기 연천군 명륜진사갈비"
"35719",35719,"경기 연천군 무모한초밥"
"35721",35721,"경기 연천군 미니스톱"
"35722",35722,"경기 연천군 미라클푸드"
"35725",35725,"경기 연천군 미스사이공"
"35738",35738,"경기 연천군 바른치킨"
"35749",35749,"경기 연천군 배달돼지"
"35769",35769,"경기 연천군 베키아에누보"
"35772",35772,"경기 연천군 보돌미역"
"35803",35803,"경기 연천군 빌리엔젤"
"35806",35806,"경기 연천군 빽보이피자"
"35807",35807,"경기 연천군 사미반점"
"35810",35810,"경기 연천군 산동반점"
"35811",35811,"경기 연천군 산쪼메"
"35816",35816,"경기 연천군 삼형제김밥"
"35822",35822,"경기 연천군 샐러드박스"
"35826",35826,"경기 연천군 생어거스틴"
"35840",35840,"경기 연천군 소공동뚝배기집"
"35849",35849,"경기 연천군 송추가마골 인어반"
"35851",35851,"경기 연천군 수다"
"35853",35853,"경기 연천군 수유리혼밥왕"
"35871",35871,"경기 연천군 신룽푸마라탕"
"35881",35881,"경기 연천군 쌀통닭"
"35911",35911,"경기 연천군 에슬로우"
"35924",35924,"경기 연천군 오니기리와이규동"
"35927",35927,"경기 연천군 오마뎅"
"35932",35932,"경기 연천군 오븐마루치킨"
"35936",35936,"경기 연천군 오징어나라"
"35939",35939,"경기 연천군 옥소반"
"35942",35942,"경기 연천군 온더보더"
"35945",35945,"경기 연천군 와라와라"
"35947",35947,"경기 연천군 와플반트"
"35954",35954,"경기 연천군 용구비어"
"35966",35966,"경기 연천군 원조부안집"
"35978",35978,"경기 연천군 육회바른연어"
"35979",35979,"경기 연천군 윤이불닭발"
"35981",35981,"경기 연천군 음식백화점"
"35999",35999,"경기 연천군 일미리금계찜닭"
"36003",36003,"경기 연천군 자마버거"
"36014",36014,"경기 연천군 제일제면소"
"36016",36016,"경기 연천군 제줏간"
"36020",36020,"경기 연천군 종로김밥"
"36025",36025,"경기 연천군 중앙반점"
"36031",36031,"경기 연천군 지호한방삼계탕"
"36032",36032,"경기 연천군 직화한상"
"36040",36040,"경기 연천군 차갑닭"
"36041",36041,"경기 연천군 Chai797"
"36056",36056,"경기 연천군 청년피자"
"36057",36057,"경기 연천군 청담동마녀김밥"
"36062",36062,"경기 연천군 초장집"
"36069",36069,"경기 연천군 치킨더비"
"36074",36074,"경기 연천군 치킨플러스"
"36085",36085,"경기 연천군 커피사피엔스"
"36098",36098,"경기 연천군 퀴즈노스"
"36109",36109,"경기 연천군 킹콩부대찌개"
"36113",36113,"경기 연천군 탄탄면공방"
"36117",36117,"경기 연천군 탕화쿵푸마라탕"
"36125",36125,"경기 연천군 토마토김밥"
"36138",36138,"경기 연천군 파스토보이"
"36161",36161,"경기 연천군 플라잉볼"
"36163",36163,"경기 연천군 피슈마라홍탕"
"36167",36167,"경기 연천군 피자선생"
"36172",36172,"경기 연천군 피자애"
"36176",36176,"경기 연천군 피자헛"
"36219",36219,"경기 연천군 홍수계찜닭"
"36229",36229,"경기 연천군 효자동설렁탕"
